snr,machine,id,condition,file,path,waves_array
+6db,fan,id_00,abnormal,00000011.wav,E:\+6db/fan/id_00/abnormal/00000011.wav,"[-0.0091629  -0.00924683 -0.00964355 ... -0.00999069 -0.01008987
 -0.0098877 ]"
+6db,fan,id_00,abnormal,00000012.wav,E:\+6db/fan/id_00/abnormal/00000012.wav,"[-0.01058578 -0.0109024  -0.01073074 ... -0.00303268 -0.00207138
 -0.00093842]"
+6db,fan,id_00,abnormal,00000013.wav,E:\+6db/fan/id_00/abnormal/00000013.wav,[0.00322723 0.00244904 0.00186157 ... 0.01885223 0.01807785 0.01760864]
+6db,fan,id_00,abnormal,00000014.wav,E:\+6db/fan/id_00/abnormal/00000014.wav,[0.01121521 0.01161194 0.01268387 ... 0.00424194 0.00456619 0.00478745]
+6db,fan,id_00,abnormal,00000015.wav,E:\+6db/fan/id_00/abnormal/00000015.wav,"[ 8.6250305e-03  8.3389282e-03  7.9879761e-03 ...  1.1024475e-03
 -5.7220459e-05  1.3809204e-03]"
+6db,fan,id_00,abnormal,00000016.wav,E:\+6db/fan/id_00/abnormal/00000016.wav,[0.00398636 0.00432587 0.00453186 ... 0.00062561 0.00123215 0.00193787]
+6db,fan,id_00,abnormal,00000017.wav,E:\+6db/fan/id_00/abnormal/00000017.wav,[0.00189972 0.00174713 0.00160217 ... 0.00819778 0.00806427 0.0084343 ]
+6db,fan,id_00,abnormal,00000018.wav,E:\+6db/fan/id_00/abnormal/00000018.wav,[0.006073   0.00492477 0.00362015 ... 0.00735855 0.00568771 0.00461578]
+6db,fan,id_00,abnormal,00000019.wav,E:\+6db/fan/id_00/abnormal/00000019.wav,"[ 0.00446701  0.00392532  0.0025444  ... -0.00699997 -0.00745773
 -0.00760651]"
+6db,fan,id_00,abnormal,00000020.wav,E:\+6db/fan/id_00/abnormal/00000020.wav,"[-0.01241302 -0.01382065 -0.01456833 ...  0.0062294   0.00603867
  0.00602341]"
+6db,fan,id_00,abnormal,00000021.wav,E:\+6db/fan/id_00/abnormal/00000021.wav,[0.00314331 0.00189972 0.00154114 ... 0.00715256 0.00709152 0.00704575]
+6db,fan,id_00,abnormal,00000022.wav,E:\+6db/fan/id_00/abnormal/00000022.wav,"[ 0.00349808  0.00276184  0.002491   ... -0.01199341 -0.01217651
 -0.01186371]"
+6db,fan,id_00,abnormal,00000023.wav,E:\+6db/fan/id_00/abnormal/00000023.wav,"[-0.01243973 -0.01351166 -0.01389313 ... -0.00388718 -0.00431824
 -0.00404739]"
+6db,fan,id_00,abnormal,00000024.wav,E:\+6db/fan/id_00/abnormal/00000024.wav,"[-0.00589371 -0.00583649 -0.0073967  ... -0.00122833 -0.00164032
 -0.00115585]"
+6db,fan,id_00,abnormal,00000025.wav,E:\+6db/fan/id_00/abnormal/00000025.wav,"[ 0.00134277  0.00053787 -0.00011826 ...  0.0098381   0.0108223
  0.01048279]"
+6db,fan,id_00,abnormal,00000026.wav,E:\+6db/fan/id_00/abnormal/00000026.wav,[0.01453781 0.01330566 0.01221085 ... 0.00918961 0.01041031 0.01130295]
+6db,fan,id_00,abnormal,00000027.wav,E:\+6db/fan/id_00/abnormal/00000027.wav,[0.00910187 0.00944138 0.01032639 ... 0.0084343  0.00818253 0.00778961]
+6db,fan,id_00,abnormal,00000028.wav,E:\+6db/fan/id_00/abnormal/00000028.wav,[0.00490189 0.0054512  0.00624084 ... 0.00494003 0.00465775 0.0044136 ]
+6db,fan,id_00,abnormal,00000029.wav,E:\+6db/fan/id_00/abnormal/00000029.wav,"[ 0.00274277  0.00197983  0.00183868 ... -0.00508499 -0.00399017
 -0.0036087 ]"
+6db,fan,id_00,abnormal,00000030.wav,E:\+6db/fan/id_00/abnormal/00000030.wav,"[-0.00230026 -0.00098419 -0.00014877 ... -0.01992035 -0.01940155
 -0.01714325]"
+6db,fan,id_00,abnormal,00000031.wav,E:\+6db/fan/id_00/abnormal/00000031.wav,"[-0.01879883 -0.01815033 -0.01756287 ...  0.00595474  0.00488281
  0.00415421]"
+6db,fan,id_00,abnormal,00000032.wav,E:\+6db/fan/id_00/abnormal/00000032.wav,"[ 0.00305176  0.00268936  0.00185013 ... -0.01131439 -0.01187515
 -0.01247025]"
+6db,fan,id_00,abnormal,00000033.wav,E:\+6db/fan/id_00/abnormal/00000033.wav,"[-0.01333237 -0.01408386 -0.01478958 ... -0.01934433 -0.01941299
 -0.01864243]"
+6db,fan,id_00,abnormal,00000034.wav,E:\+6db/fan/id_00/abnormal/00000034.wav,"[-0.01726151 -0.01723862 -0.01771927 ...  0.00287628  0.00302505
  0.00305939]"
+6db,fan,id_00,abnormal,00000035.wav,E:\+6db/fan/id_00/abnormal/00000035.wav,[0.00810242 0.00810623 0.00817871 ... 0.00564575 0.00535202 0.00457382]
+6db,fan,id_00,abnormal,00000036.wav,E:\+6db/fan/id_00/abnormal/00000036.wav,"[ 0.00417328  0.00385284  0.00163651 ... -0.01202011 -0.01112366
 -0.01008224]"
+6db,fan,id_00,abnormal,00000037.wav,E:\+6db/fan/id_00/abnormal/00000037.wav,"[-0.00870514 -0.00744629 -0.00764465 ... -0.01196289 -0.0122757
 -0.01189041]"
+6db,fan,id_00,abnormal,00000038.wav,E:\+6db/fan/id_00/abnormal/00000038.wav,"[-0.01435852 -0.01467514 -0.01615524 ...  0.00356293  0.00413132
  0.00432587]"
+6db,fan,id_00,abnormal,00000039.wav,E:\+6db/fan/id_00/abnormal/00000039.wav,"[ 0.00149155  0.00063705  0.00085831 ... -0.0088768  -0.01026917
 -0.0110817 ]"
+6db,fan,id_00,abnormal,00000040.wav,E:\+6db/fan/id_00/abnormal/00000040.wav,"[-0.00973892 -0.01011658 -0.01065445 ... -0.00742722 -0.00807953
 -0.00831985]"
+6db,fan,id_00,abnormal,00000041.wav,E:\+6db/fan/id_00/abnormal/00000041.wav,"[-0.00233841 -0.00307846 -0.00395584 ...  0.01441574  0.01456833
  0.01430511]"
+6db,fan,id_00,abnormal,00000042.wav,E:\+6db/fan/id_00/abnormal/00000042.wav,[0.01399231 0.01401138 0.01373672 ... 0.00349045 0.00388718 0.00432968]
+6db,fan,id_00,abnormal,00000043.wav,E:\+6db/fan/id_00/abnormal/00000043.wav,"[ 0.00744629  0.00783539  0.00778198 ... -0.00723267 -0.00704956
 -0.00672913]"
+6db,fan,id_00,abnormal,00000044.wav,E:\+6db/fan/id_00/abnormal/00000044.wav,"[-0.00823212 -0.00912094 -0.00960159 ...  0.00124741  0.00114441
  0.00072479]"
+6db,fan,id_00,abnormal,00000045.wav,E:\+6db/fan/id_00/abnormal/00000045.wav,"[ 0.00285339  0.00205231  0.00117874 ... -0.00553131 -0.00600052
 -0.00605774]"
+6db,fan,id_00,abnormal,00000046.wav,E:\+6db/fan/id_00/abnormal/00000046.wav,"[-0.00740433 -0.00639343 -0.00472641 ...  0.01248169  0.01166916
  0.01126099]"
+6db,fan,id_00,abnormal,00000047.wav,E:\+6db/fan/id_00/abnormal/00000047.wav,[0.01251221 0.01203918 0.0119133  ... 0.00233459 0.00218964 0.00263214]
+6db,fan,id_00,abnormal,00000048.wav,E:\+6db/fan/id_00/abnormal/00000048.wav,[0.0027504  0.00177383 0.00185776 ... 0.00579834 0.00508499 0.00516129]
+6db,fan,id_00,abnormal,00000049.wav,E:\+6db/fan/id_00/abnormal/00000049.wav,"[ 0.00769806  0.00695419  0.00618362 ... -0.00345993 -0.00414658
 -0.00431442]"
+6db,fan,id_00,abnormal,00000050.wav,E:\+6db/fan/id_00/abnormal/00000050.wav,"[-0.00333786 -0.00148392  0.0005722  ... -0.0042305  -0.00287628
 -0.00077057]"
+6db,fan,id_00,abnormal,00000051.wav,E:\+6db/fan/id_00/abnormal/00000051.wav,"[-3.4332275e-05  3.3950806e-04  1.9073486e-04 ...  8.3351135e-03
  9.7427368e-03  9.1476440e-03]"
+6db,fan,id_00,abnormal,00000052.wav,E:\+6db/fan/id_00/abnormal/00000052.wav,"[ 0.00246811  0.00212479  0.00199509 ... -0.00125885 -0.0018959
 -0.0024147 ]"
+6db,fan,id_00,abnormal,00000053.wav,E:\+6db/fan/id_00/abnormal/00000053.wav,"[ 6.1035156e-05 -1.0108948e-03 -2.2583008e-03 ...  8.0947876e-03
  8.3885193e-03  8.8500977e-03]"
+6db,fan,id_00,abnormal,00000054.wav,E:\+6db/fan/id_00/abnormal/00000054.wav,"[ 0.00697327  0.00718689  0.00720978 ... -0.0054245  -0.0057869
 -0.0068512 ]"
+6db,fan,id_00,abnormal,00000055.wav,E:\+6db/fan/id_00/abnormal/00000055.wav,"[-0.00694656 -0.00799942 -0.00863266 ... -0.00904083 -0.0095253
 -0.01088333]"
+6db,fan,id_00,abnormal,00000056.wav,E:\+6db/fan/id_00/abnormal/00000056.wav,"[-0.00846481 -0.00924683 -0.01017761 ... -0.01547241 -0.01692963
 -0.0181694 ]"
+6db,fan,id_00,abnormal,00000057.wav,E:\+6db/fan/id_00/abnormal/00000057.wav,"[-0.0211792  -0.02145004 -0.02010345 ... -0.00016403  0.0002594
 -0.00030899]"
+6db,fan,id_00,abnormal,00000058.wav,E:\+6db/fan/id_00/abnormal/00000058.wav,[0.0037117  0.00367355 0.00371933 ... 0.01305771 0.01370621 0.01385498]
+6db,fan,id_00,abnormal,00000059.wav,E:\+6db/fan/id_00/abnormal/00000059.wav,"[ 0.01613998  0.01343536  0.0100975  ... -0.00537109 -0.0053215
 -0.00455093]"
+6db,fan,id_00,abnormal,00000060.wav,E:\+6db/fan/id_00/abnormal/00000060.wav,"[ 0.00130081  0.00031662 -0.00107193 ... -0.01265335 -0.01340103
 -0.01353073]"
+6db,fan,id_00,abnormal,00000061.wav,E:\+6db/fan/id_00/abnormal/00000061.wav,"[-0.00931931 -0.00799942 -0.00715637 ...  0.00311661  0.00412369
  0.00517654]"
+6db,fan,id_00,abnormal,00000062.wav,E:\+6db/fan/id_00/abnormal/00000062.wav,"[ 0.00826645  0.00844574  0.00918579 ... -0.01412964 -0.01360703
 -0.01263428]"
+6db,fan,id_00,abnormal,00000063.wav,E:\+6db/fan/id_00/abnormal/00000063.wav,"[-1.16996765e-02 -1.14288330e-02 -1.05934143e-02 ... -1.14440918e-05
 -3.47137451e-04 -9.46044922e-04]"
+6db,fan,id_00,abnormal,00000064.wav,E:\+6db/fan/id_00/abnormal/00000064.wav,[0.00329208 0.00248337 0.00197601 ... 0.0129509  0.01273727 0.01273346]
+6db,fan,id_00,abnormal,00000065.wav,E:\+6db/fan/id_00/abnormal/00000065.wav,"[ 0.01150513  0.01191711  0.01264191 ... -0.00576401 -0.00558853
 -0.00525284]"
+6db,fan,id_00,abnormal,00000066.wav,E:\+6db/fan/id_00/abnormal/00000066.wav,"[-0.00428391 -0.00305176 -0.00240326 ... -0.00076294 -0.00325775
 -0.00574112]"
+6db,fan,id_00,abnormal,00000067.wav,E:\+6db/fan/id_00/abnormal/00000067.wav,"[-0.00532913 -0.00564957 -0.00561142 ... -0.01045227 -0.01027679
 -0.00985718]"
+6db,fan,id_00,abnormal,00000068.wav,E:\+6db/fan/id_00/abnormal/00000068.wav,"[-0.01103592 -0.01128006 -0.00941467 ... -0.01329041 -0.01367569
 -0.01340103]"
+6db,fan,id_00,abnormal,00000069.wav,E:\+6db/fan/id_00/abnormal/00000069.wav,"[-0.01504898 -0.01441574 -0.01360321 ...  0.00735474  0.00733185
  0.00708771]"
+6db,fan,id_00,abnormal,00000070.wav,E:\+6db/fan/id_00/abnormal/00000070.wav,"[ 0.00382233  0.00349426  0.00259781 ... -0.0097847  -0.00952148
 -0.0090065 ]"
+6db,fan,id_00,abnormal,00000071.wav,E:\+6db/fan/id_00/abnormal/00000071.wav,"[-0.01101303 -0.01085281 -0.0104332  ...  0.00419617  0.00372696
  0.00376511]"
+6db,fan,id_00,abnormal,00000072.wav,E:\+6db/fan/id_00/abnormal/00000072.wav,[0.00624466 0.00657654 0.00672531 ... 0.00573349 0.00546646 0.00461197]
+6db,fan,id_00,abnormal,00000073.wav,E:\+6db/fan/id_00/abnormal/00000073.wav,"[ 0.00244141  0.00183105  0.00131989 ... -0.00498199 -0.0041275
 -0.00355148]"
+6db,fan,id_00,abnormal,00000074.wav,E:\+6db/fan/id_00/abnormal/00000074.wav,"[-0.00631332 -0.00817871 -0.00862503 ...  0.00835037  0.00669861
  0.00429916]"
+6db,fan,id_00,abnormal,00000075.wav,E:\+6db/fan/id_00/abnormal/00000075.wav,[0.00531006 0.00463867 0.003685   ... 0.0042305  0.00374985 0.00349808]
+6db,fan,id_00,abnormal,00000076.wav,E:\+6db/fan/id_00/abnormal/00000076.wav,"[ 0.00188446  0.00094223 -0.00013733 ... -0.00657654 -0.00557327
 -0.00517273]"
+6db,fan,id_00,abnormal,00000077.wav,E:\+6db/fan/id_00/abnormal/00000077.wav,"[-0.00229645 -0.00147247 -0.00082016 ...  0.00921249  0.00930405
  0.00948334]"
+6db,fan,id_00,abnormal,00000078.wav,E:\+6db/fan/id_00/abnormal/00000078.wav,"[ 0.007267    0.00656891  0.00611877 ... -0.01134491 -0.01349258
 -0.01525879]"
+6db,fan,id_00,abnormal,00000079.wav,E:\+6db/fan/id_00/abnormal/00000079.wav,"[-0.01264954 -0.0128479  -0.01366806 ...  0.00198746  0.00210571
  0.00191879]"
+6db,fan,id_00,abnormal,00000080.wav,E:\+6db/fan/id_00/abnormal/00000080.wav,"[ 0.00240326  0.00278854  0.00343704 ... -0.00094604 -0.00178909
 -0.00239944]"
+6db,fan,id_00,abnormal,00000081.wav,E:\+6db/fan/id_00/abnormal/00000081.wav,"[-0.00257874 -0.00350189 -0.0045929  ... -0.01369476 -0.01308441
 -0.0122757 ]"
+6db,fan,id_00,abnormal,00000082.wav,E:\+6db/fan/id_00/abnormal/00000082.wav,"[-0.00820541 -0.00791168 -0.00833893 ...  0.00875854  0.00856781
  0.00948334]"
+6db,fan,id_00,abnormal,00000083.wav,E:\+6db/fan/id_00/abnormal/00000083.wav,"[ 0.00665283  0.00696182  0.00714111 ... -0.00640488 -0.00499344
 -0.00452805]"
+6db,fan,id_00,abnormal,00000084.wav,E:\+6db/fan/id_00/abnormal/00000084.wav,"[-0.00262833 -0.00359726 -0.00273132 ... -0.00492477 -0.00580597
 -0.00545883]"
+6db,fan,id_00,abnormal,00000085.wav,E:\+6db/fan/id_00/abnormal/00000085.wav,"[-0.00928879 -0.00925827 -0.00956726 ...  0.00453186  0.00410461
  0.00269699]"
+6db,fan,id_00,abnormal,00000086.wav,E:\+6db/fan/id_00/abnormal/00000086.wav,"[ 0.00435638  0.00372314  0.00310516 ... -0.00476837 -0.00337982
 -0.00240326]"
+6db,fan,id_00,abnormal,00000087.wav,E:\+6db/fan/id_00/abnormal/00000087.wav,"[-0.0023613  -0.00172424 -0.00073242 ... -0.01160812 -0.01140594
 -0.01174545]"
+6db,fan,id_00,abnormal,00000088.wav,E:\+6db/fan/id_00/abnormal/00000088.wav,"[-0.01466751 -0.01337814 -0.01221085 ...  0.0078392   0.00685883
  0.00635529]"
+6db,fan,id_00,abnormal,00000089.wav,E:\+6db/fan/id_00/abnormal/00000089.wav,"[ 0.00767899  0.00796509  0.00818634 ... -0.00669098 -0.00703049
 -0.00704193]"
+6db,fan,id_00,abnormal,00000090.wav,E:\+6db/fan/id_00/abnormal/00000090.wav,"[-1.0387421e-02 -9.8495483e-03 -9.3040466e-03 ... -7.2479248e-05
  5.9127808e-04  7.1334839e-04]"
+6db,fan,id_00,abnormal,00000091.wav,E:\+6db/fan/id_00/abnormal/00000091.wav,[0.00205612 0.00281143 0.00449371 ... 0.01441574 0.01281738 0.01177597]
+6db,fan,id_00,abnormal,00000092.wav,E:\+6db/fan/id_00/abnormal/00000092.wav,"[ 0.0122261   0.01269913  0.01265335 ... -0.01018906 -0.01019669
 -0.01028824]"
+6db,fan,id_00,abnormal,00000093.wav,E:\+6db/fan/id_00/abnormal/00000093.wav,"[-0.00737    -0.00722885 -0.00730133 ... -0.01763916 -0.01726913
 -0.01717758]"
+6db,fan,id_00,abnormal,00000094.wav,E:\+6db/fan/id_00/abnormal/00000094.wav,"[-0.01462936 -0.01353455 -0.01268387 ...  0.01224899  0.01141739
  0.01074982]"
+6db,fan,id_00,abnormal,00000095.wav,E:\+6db/fan/id_00/abnormal/00000095.wav,"[ 0.01170731  0.01142883  0.01116562 ... -0.00871277 -0.00928879
 -0.00982285]"
+6db,fan,id_00,abnormal,00000096.wav,E:\+6db/fan/id_00/abnormal/00000096.wav,"[-0.00818634 -0.00881958 -0.00954437 ...  0.01411819  0.01439285
  0.01446533]"
+6db,fan,id_00,abnormal,00000097.wav,E:\+6db/fan/id_00/abnormal/00000097.wav,"[ 0.01214218  0.01197815  0.01193619 ... -0.00096512 -0.00033569
 -0.00034714]"
+6db,fan,id_00,abnormal,00000098.wav,E:\+6db/fan/id_00/abnormal/00000098.wav,"[-0.00224686 -0.00298309 -0.00328827 ...  0.0038681   0.00298691
  0.00271606]"
+6db,fan,id_00,abnormal,00000099.wav,E:\+6db/fan/id_00/abnormal/00000099.wav,[0.00944901 0.01000977 0.0097847  ... 0.0042038  0.00412369 0.003685  ]
+6db,fan,id_00,abnormal,00000100.wav,E:\+6db/fan/id_00/abnormal/00000100.wav,[0.00569916 0.00632477 0.00680542 ... 0.00380707 0.0034256  0.00266266]
+6db,fan,id_00,abnormal,00000101.wav,E:\+6db/fan/id_00/abnormal/00000101.wav,"[ 0.00527954  0.00555801  0.00560379 ... -0.01286697 -0.01329041
 -0.01319122]"
+6db,fan,id_00,abnormal,00000102.wav,E:\+6db/fan/id_00/abnormal/00000102.wav,"[-0.01349258 -0.01367188 -0.01381302 ...  0.00045776 -0.00053406
 -0.00175858]"
+6db,fan,id_00,abnormal,00000103.wav,E:\+6db/fan/id_00/abnormal/00000103.wav,"[-0.00057602 -0.00183105 -0.00328827 ... -0.00706863 -0.00653839
 -0.0059433 ]"
+6db,fan,id_00,abnormal,00000104.wav,E:\+6db/fan/id_00/abnormal/00000104.wav,"[-0.00154114 -0.00045013  0.00032425 ...  0.00422287  0.00399017
  0.00327682]"
+6db,fan,id_00,abnormal,00000105.wav,E:\+6db/fan/id_00/abnormal/00000105.wav,[0.00283051 0.00305557 0.00336456 ... 0.00763702 0.0083046  0.00918579]
+6db,fan,id_00,abnormal,00000106.wav,E:\+6db/fan/id_00/abnormal/00000106.wav,[0.01476669 0.01652145 0.01778793 ... 0.00482178 0.00482559 0.00469589]
+6db,fan,id_00,abnormal,00000107.wav,E:\+6db/fan/id_00/abnormal/00000107.wav,[0.00564957 0.00569153 0.00503922 ... 0.00534439 0.00482941 0.00295639]
+6db,fan,id_00,abnormal,00000108.wav,E:\+6db/fan/id_00/abnormal/00000108.wav,"[ 0.0030098   0.00260925  0.00180054 ... -0.00787735 -0.00788498
 -0.00796509]"
+6db,fan,id_00,abnormal,00000109.wav,E:\+6db/fan/id_00/abnormal/00000109.wav,"[-0.00833893 -0.00837708 -0.00896835 ...  0.00947571  0.00982285
  0.01047897]"
+6db,fan,id_00,abnormal,00000110.wav,E:\+6db/fan/id_00/abnormal/00000110.wav,[0.01027298 0.01034164 0.01009369 ... 0.00427246 0.00613785 0.00685501]
+6db,fan,id_00,abnormal,00000111.wav,E:\+6db/fan/id_00/abnormal/00000111.wav,[0.00231552 0.00304031 0.00534821 ... 0.01183319 0.0128746  0.0120163 ]
+6db,fan,id_00,abnormal,00000112.wav,E:\+6db/fan/id_00/abnormal/00000112.wav,"[ 0.01356506  0.01327896  0.01301956 ... -0.01467514 -0.01457596
 -0.01392365]"
+6db,fan,id_00,abnormal,00000113.wav,E:\+6db/fan/id_00/abnormal/00000113.wav,"[-0.00843048 -0.00812531 -0.00805664 ... -0.00909805 -0.00963593
 -0.00985718]"
+6db,fan,id_00,abnormal,00000114.wav,E:\+6db/fan/id_00/abnormal/00000114.wav,"[-0.01277542 -0.01231384 -0.01113892 ...  0.00111389 -0.0002327
 -0.0014534 ]"
+6db,fan,id_00,abnormal,00000115.wav,E:\+6db/fan/id_00/abnormal/00000115.wav,"[-0.00675583 -0.00720596 -0.00691986 ...  0.01270294  0.01395798
  0.00969696]"
+6db,fan,id_00,abnormal,00000116.wav,E:\+6db/fan/id_00/abnormal/00000116.wav,[0.01000595 0.00989151 0.00940704 ... 0.01140594 0.01221085 0.01276398]
+6db,fan,id_00,abnormal,00000117.wav,E:\+6db/fan/id_00/abnormal/00000117.wav,"[ 0.01268387  0.01314163  0.01300049 ... -0.01533127 -0.01615906
 -0.01594925]"
+6db,fan,id_00,abnormal,00000118.wav,E:\+6db/fan/id_00/abnormal/00000118.wav,"[-0.02205658 -0.02172852 -0.02124405 ...  0.01257324  0.01313782
  0.01327133]"
+6db,fan,id_00,abnormal,00000119.wav,E:\+6db/fan/id_00/abnormal/00000119.wav,"[ 7.0114136e-03  7.3509216e-03  7.5416565e-03 ...  4.5776367e-05
 -1.0604858e-03 -1.7852783e-03]"
+6db,fan,id_00,abnormal,00000120.wav,E:\+6db/fan/id_00/abnormal/00000120.wav,"[-0.00577927 -0.00587845 -0.00644684 ...  0.00309753  0.0030632
  0.0033226 ]"
+6db,fan,id_00,abnormal,00000121.wav,E:\+6db/fan/id_00/abnormal/00000121.wav,"[-1.4114380e-04 -3.5858154e-04  2.6702881e-05 ...  1.0272980e-02
  9.9906921e-03  9.7007751e-03]"
+6db,fan,id_00,abnormal,00000122.wav,E:\+6db/fan/id_00/abnormal/00000122.wav,"[ 6.2942505e-03  7.4844360e-03  7.2708130e-03 ...  1.0490417e-03
  5.3405762e-05 -7.5531006e-04]"
+6db,fan,id_00,abnormal,00000123.wav,E:\+6db/fan/id_00/abnormal/00000123.wav,"[-0.00315094 -0.0031395  -0.0037117  ... -0.01778793 -0.01721191
 -0.01633072]"
+6db,fan,id_00,abnormal,00000124.wav,E:\+6db/fan/id_00/abnormal/00000124.wav,"[-0.01549149 -0.01530838 -0.01550674 ...  0.00537491  0.00540161
  0.0052681 ]"
+6db,fan,id_00,abnormal,00000125.wav,E:\+6db/fan/id_00/abnormal/00000125.wav,"[-0.00085449 -0.00095749 -0.00065231 ...  0.00452805  0.00641632
  0.00827789]"
+6db,fan,id_00,abnormal,00000126.wav,E:\+6db/fan/id_00/abnormal/00000126.wav,"[ 0.00349808  0.00444412  0.00466156 ... -0.00331879 -0.00328445
 -0.00286484]"
+6db,fan,id_00,abnormal,00000127.wav,E:\+6db/fan/id_00/abnormal/00000127.wav,"[-0.004673   -0.00475311 -0.0045929  ... -0.0034256  -0.00311661
 -0.00379181]"
+6db,fan,id_00,abnormal,00000128.wav,E:\+6db/fan/id_00/abnormal/00000128.wav,"[-0.00430298 -0.0036087  -0.00236893 ... -0.01941681 -0.01921463
 -0.01902771]"
+6db,fan,id_00,abnormal,00000129.wav,E:\+6db/fan/id_00/abnormal/00000129.wav,"[-0.01815796 -0.01934052 -0.0200119  ...  0.00268555  0.00127792
  0.0004921 ]"
+6db,fan,id_00,abnormal,00000130.wav,E:\+6db/fan/id_00/abnormal/00000130.wav,"[-0.00086594 -0.00099182 -0.0003624  ...  0.01094055  0.01132584
  0.01195526]"
+6db,fan,id_00,abnormal,00000131.wav,E:\+6db/fan/id_00/abnormal/00000131.wav,"[ 0.00910568  0.00888443  0.00798416 ... -0.00854874 -0.00788498
 -0.00711823]"
+6db,fan,id_00,abnormal,00000132.wav,E:\+6db/fan/id_00/abnormal/00000132.wav,"[-8.6021423e-03 -9.3879700e-03 -1.0478973e-02 ...  7.6293945e-06
  9.9182129e-04  1.9683838e-03]"
+6db,fan,id_00,abnormal,00000133.wav,E:\+6db/fan/id_00/abnormal/00000133.wav,"[ 9.8800659e-04  6.4468384e-04 -3.8146973e-06 ... -6.2866211e-03
 -6.0005188e-03 -5.5236816e-03]"
+6db,fan,id_00,abnormal,00000134.wav,E:\+6db/fan/id_00/abnormal/00000134.wav,"[-0.00434113 -0.00460815 -0.00471497 ...  0.01185226  0.01235962
  0.0130043 ]"
+6db,fan,id_00,abnormal,00000135.wav,E:\+6db/fan/id_00/abnormal/00000135.wav,"[ 0.0126152   0.01280594  0.01176071 ... -0.01409531 -0.01371002
 -0.01343536]"
+6db,fan,id_00,abnormal,00000136.wav,E:\+6db/fan/id_00/abnormal/00000136.wav,"[-0.01030731 -0.00936508 -0.00899887 ...  0.00800705  0.00846863
  0.00925064]"
+6db,fan,id_00,abnormal,00000137.wav,E:\+6db/fan/id_00/abnormal/00000137.wav,[0.01357651 0.0135231  0.01379395 ... 0.00840378 0.00927734 0.00991058]
+6db,fan,id_00,abnormal,00000138.wav,E:\+6db/fan/id_00/abnormal/00000138.wav,"[ 0.00761414  0.00737762  0.00727081 ... -0.01423645 -0.01438141
 -0.01390839]"
+6db,fan,id_00,abnormal,00000139.wav,E:\+6db/fan/id_00/abnormal/00000139.wav,"[-1.2527466e-02 -1.2413025e-02 -1.1810303e-02 ...  1.3351440e-04
 -2.2888184e-05  1.7929077e-04]"
+6db,fan,id_00,abnormal,00000140.wav,E:\+6db/fan/id_00/abnormal/00000140.wav,"[ 0.0008049   0.00011063 -0.00084305 ...  0.00916672  0.00862885
  0.00824356]"
+6db,fan,id_00,abnormal,00000141.wav,E:\+6db/fan/id_00/abnormal/00000141.wav,[0.00712967 0.00730896 0.00722122 ... 0.01558304 0.01533127 0.01510239]
+6db,fan,id_00,abnormal,00000142.wav,E:\+6db/fan/id_00/abnormal/00000142.wav,[0.01772308 0.01736832 0.01607513 ... 0.0059166  0.00575638 0.00628662]
