snr,machine,id,condition,file,path,waves_array
+6db,slider,id_00,abnormal,00000019.wav,E:\+6db/slider/id_00/abnormal/00000019.wav,"[ 3.8146973e-04  2.3269653e-04 -4.5776367e-05 ... -1.0517120e-02
 -5.9661865e-03 -4.7073364e-03]"
+6db,slider,id_00,abnormal,00000020.wav,E:\+6db/slider/id_00/abnormal/00000020.wav,"[-0.00791168 -0.00598526 -0.00992966 ...  0.00728226  0.00676346
  0.00528336]"
+6db,slider,id_00,abnormal,00000021.wav,E:\+6db/slider/id_00/abnormal/00000021.wav,"[-0.01314163 -0.01146317 -0.00855255 ... -0.00582886 -0.00549698
 -0.00300217]"
+6db,slider,id_00,abnormal,00000022.wav,E:\+6db/slider/id_00/abnormal/00000022.wav,"[-0.00152969 -0.00310516 -0.00183105 ...  0.00871658  0.01309204
  0.01536942]"
+6db,slider,id_00,abnormal,00000023.wav,E:\+6db/slider/id_00/abnormal/00000023.wav,"[ 0.00305557 -0.00284576 -0.01255798 ...  0.00247574  0.00270844
  0.0026474 ]"
+6db,slider,id_00,abnormal,00000024.wav,E:\+6db/slider/id_00/abnormal/00000024.wav,"[-0.00650406 -0.00497055 -0.00296402 ...  0.00137329  0.00418472
  0.00324249]"
+6db,slider,id_00,abnormal,00000025.wav,E:\+6db/slider/id_00/abnormal/00000025.wav,"[-0.0057373  -0.0028038  -0.00578308 ...  0.00164032  0.00074387
  0.00024414]"
+6db,slider,id_00,abnormal,00000026.wav,E:\+6db/slider/id_00/abnormal/00000026.wav,"[-0.00237656 -0.00250626 -0.00295639 ...  0.00511551  0.00571442
  0.00566864]"
+6db,slider,id_00,abnormal,00000027.wav,E:\+6db/slider/id_00/abnormal/00000027.wav,"[-0.01140213 -0.01125717 -0.0113678  ... -0.00611877 -0.00424576
 -0.00330353]"
+6db,slider,id_00,abnormal,00000028.wav,E:\+6db/slider/id_00/abnormal/00000028.wav,"[-0.00727463 -0.01165009 -0.01425552 ...  0.00506592  0.00489807
  0.00763702]"
+6db,slider,id_00,abnormal,00000029.wav,E:\+6db/slider/id_00/abnormal/00000029.wav,"[ 0.0022316   0.00240326  0.00177002 ...  0.0026474   0.00010681
 -0.00354004]"
+6db,slider,id_00,abnormal,00000030.wav,E:\+6db/slider/id_00/abnormal/00000030.wav,"[-0.00489044 -0.00579834 -0.00856018 ...  0.01099396  0.00738144
  0.00624466]"
+6db,slider,id_00,abnormal,00000031.wav,E:\+6db/slider/id_00/abnormal/00000031.wav,"[-0.00770187 -0.00078201 -0.00719452 ...  0.00542068  0.00538635
  0.00477219]"
+6db,slider,id_00,abnormal,00000032.wav,E:\+6db/slider/id_00/abnormal/00000032.wav,"[-0.00148392 -0.00085831 -0.00024033 ...  0.00320435  0.00280762
  0.00241089]"
+6db,slider,id_00,abnormal,00000033.wav,E:\+6db/slider/id_00/abnormal/00000033.wav,"[-0.0002861  -0.00054932  0.00014877 ...  0.02168655  0.01091385
  0.00885773]"
+6db,slider,id_00,abnormal,00000034.wav,E:\+6db/slider/id_00/abnormal/00000034.wav,"[ 0.00144196 -0.0014267   0.00117874 ... -0.00982285 -0.01231003
 -0.01173019]"
+6db,slider,id_00,abnormal,00000035.wav,E:\+6db/slider/id_00/abnormal/00000035.wav,[0.00439072 0.00534058 0.00484848 ... 0.00709915 0.0175705  0.01055527]
+6db,slider,id_00,abnormal,00000036.wav,E:\+6db/slider/id_00/abnormal/00000036.wav,"[ 0.00024414 -0.00195694 -0.00590897 ...  0.01187134  0.00937271
  0.00822449]"
+6db,slider,id_00,abnormal,00000037.wav,E:\+6db/slider/id_00/abnormal/00000037.wav,"[ 0.00548935  0.00535965  0.00320053 ... -0.00240707 -0.00307083
  0.00252914]"
+6db,slider,id_00,abnormal,00000038.wav,E:\+6db/slider/id_00/abnormal/00000038.wav,"[ 0.00474167  0.00846481  0.00868607 ... -0.00141907 -0.00137329
 -0.00141144]"
+6db,slider,id_00,abnormal,00000039.wav,E:\+6db/slider/id_00/abnormal/00000039.wav,"[-1.1215210e-03 -1.3275146e-03  8.0108643e-05 ... -2.3841858e-03
 -6.4849854e-04 -1.6479492e-03]"
+6db,slider,id_00,abnormal,00000040.wav,E:\+6db/slider/id_00/abnormal/00000040.wav,"[-0.00848007 -0.00537491 -0.00511551 ... -0.00074005 -0.00346375
 -0.00503922]"
+6db,slider,id_00,abnormal,00000041.wav,E:\+6db/slider/id_00/abnormal/00000041.wav,"[-0.00208282 -0.00195312 -0.00267029 ...  0.00238037  0.00854492
  0.00502014]"
+6db,slider,id_00,abnormal,00000042.wav,E:\+6db/slider/id_00/abnormal/00000042.wav,"[ 0.0062027   0.00576782  0.00445175 ... -0.01552582 -0.01358795
 -0.01292038]"
+6db,slider,id_00,abnormal,00000043.wav,E:\+6db/slider/id_00/abnormal/00000043.wav,"[ 0.0009079  -0.00139236 -0.003479   ...  0.00101471  0.00078201
 -0.0004921 ]"
+6db,slider,id_00,abnormal,00000044.wav,E:\+6db/slider/id_00/abnormal/00000044.wav,"[-5.1155090e-03 -2.5405884e-03 -5.9967041e-03 ... -9.9182129e-05
 -2.5672913e-03  4.8446655e-04]"
+6db,slider,id_00,abnormal,00000045.wav,E:\+6db/slider/id_00/abnormal/00000045.wav,"[-0.00429153 -0.00520325 -0.00346375 ...  0.00175476  0.00181198
  0.0015831 ]"
+6db,slider,id_00,abnormal,00000046.wav,E:\+6db/slider/id_00/abnormal/00000046.wav,[0.00191498 0.00096893 0.0004921  ... 0.01647949 0.01729965 0.02250671]
+6db,slider,id_00,abnormal,00000047.wav,E:\+6db/slider/id_00/abnormal/00000047.wav,"[-0.01042938 -0.01361847 -0.01730347 ...  0.00529861  0.00052643
  0.00269699]"
+6db,slider,id_00,abnormal,00000048.wav,E:\+6db/slider/id_00/abnormal/00000048.wav,"[-0.02058411 -0.01605606 -0.01163101 ...  0.00434113  0.00403214
  0.00397491]"
+6db,slider,id_00,abnormal,00000049.wav,E:\+6db/slider/id_00/abnormal/00000049.wav,"[ 0.00016022 -0.00011444  0.00463486 ... -0.01258087 -0.00267792
 -0.00492477]"
+6db,slider,id_00,abnormal,00000050.wav,E:\+6db/slider/id_00/abnormal/00000050.wav,"[-0.00571823 -0.00225449  0.00275421 ... -0.00716019 -0.01037979
 -0.01200104]"
+6db,slider,id_00,abnormal,00000051.wav,E:\+6db/slider/id_00/abnormal/00000051.wav,"[2.6626587e-03 2.9525757e-03 1.2283325e-02 ... 4.6539307e-04 2.7084351e-04
 2.6702881e-05]"
+6db,slider,id_00,abnormal,00000052.wav,E:\+6db/slider/id_00/abnormal/00000052.wav,"[ 0.0021553   0.00222397  0.00265121 ... -0.00827789 -0.01802444
 -0.01034927]"
+6db,slider,id_00,abnormal,00000053.wav,E:\+6db/slider/id_00/abnormal/00000053.wav,"[-0.0152359  -0.01622772 -0.01709366 ... -0.00326538 -0.00336838
 -0.00491333]"
+6db,slider,id_00,abnormal,00000054.wav,E:\+6db/slider/id_00/abnormal/00000054.wav,"[ 0.00101089  0.00294495  0.00379562 ... -0.02019501 -0.00956345
 -0.01171875]"
+6db,slider,id_00,abnormal,00000055.wav,E:\+6db/slider/id_00/abnormal/00000055.wav,[0.01059723 0.01179504 0.01504517 ... 0.01111603 0.01186752 0.01142883]
+6db,slider,id_00,abnormal,00000056.wav,E:\+6db/slider/id_00/abnormal/00000056.wav,[0.0068512  0.00248718 0.00359726 ... 0.00902939 0.00876999 0.00527191]
+6db,slider,id_00,abnormal,00000057.wav,E:\+6db/slider/id_00/abnormal/00000057.wav,"[-0.01157761 -0.00534058 -0.01076508 ...  0.0040741   0.00688553
  0.00223923]"
+6db,slider,id_00,abnormal,00000058.wav,E:\+6db/slider/id_00/abnormal/00000058.wav,"[ 0.00020981  0.00056076 -0.00098801 ... -0.00170135 -0.00125504
 -0.00078201]"
+6db,slider,id_00,abnormal,00000059.wav,E:\+6db/slider/id_00/abnormal/00000059.wav,"[ 0.00116348  0.00012207 -0.00046539 ... -0.01323318 -0.01251984
 -0.01471329]"
+6db,slider,id_00,abnormal,00000060.wav,E:\+6db/slider/id_00/abnormal/00000060.wav,[0.01038742 0.01533508 0.01137543 ... 0.00577545 0.00711823 0.01256561]
+6db,slider,id_00,abnormal,00000061.wav,E:\+6db/slider/id_00/abnormal/00000061.wav,"[-0.00985718 -0.00376511  0.00093842 ... -0.00317001 -0.00318909
 -0.00310135]"
+6db,slider,id_00,abnormal,00000062.wav,E:\+6db/slider/id_00/abnormal/00000062.wav,"[-0.00347137 -0.00358582 -0.00249863 ... -0.00732422 -0.00735474
 -0.00510025]"
+6db,slider,id_00,abnormal,00000063.wav,E:\+6db/slider/id_00/abnormal/00000063.wav,"[-0.01508713 -0.01258087 -0.0174408  ... -0.00549316 -0.00834656
 -0.01356888]"
+6db,slider,id_00,abnormal,00000064.wav,E:\+6db/slider/id_00/abnormal/00000064.wav,"[ 0.00630188  0.00078583  0.00414276 ... -0.00179291 -0.00093079
 -0.00020218]"
+6db,slider,id_00,abnormal,00000065.wav,E:\+6db/slider/id_00/abnormal/00000065.wav,"[ 0.00252914  0.00292206  0.00317001 ...  0.00970459  0.00218964
 -0.00025177]"
+6db,slider,id_00,abnormal,00000066.wav,E:\+6db/slider/id_00/abnormal/00000066.wav,"[ 0.01384735  0.01181412  0.00963211 ... -0.01667404 -0.00991821
 -0.00888824]"
+6db,slider,id_00,abnormal,00000067.wav,E:\+6db/slider/id_00/abnormal/00000067.wav,"[-0.00067902 -0.00616074 -0.00373459 ... -0.00593567 -0.00265121
 -0.00918961]"
+6db,slider,id_00,abnormal,00000068.wav,E:\+6db/slider/id_00/abnormal/00000068.wav,"[ 0.00716782  0.00013733  0.00420761 ... -0.00652695 -0.00566101
 -0.00317764]"
+6db,slider,id_00,abnormal,00000069.wav,E:\+6db/slider/id_00/abnormal/00000069.wav,"[-0.00815964 -0.00760651 -0.0089035  ...  0.00211334  0.00144958
  0.00106049]"
+6db,slider,id_00,abnormal,00000070.wav,E:\+6db/slider/id_00/abnormal/00000070.wav,"[-0.00082397  0.00027084  0.00125885 ... -0.00064468 -0.00250244
  0.00084686]"
+6db,slider,id_00,abnormal,00000071.wav,E:\+6db/slider/id_00/abnormal/00000071.wav,[0.00494003 0.00470734 0.00773239 ... 0.00300217 0.00362015 0.00312805]
+6db,slider,id_00,abnormal,00000072.wav,E:\+6db/slider/id_00/abnormal/00000072.wav,[0.00042343 0.00216675 0.0026741  ... 0.01226044 0.01350403 0.01361847]
+6db,slider,id_00,abnormal,00000073.wav,E:\+6db/slider/id_00/abnormal/00000073.wav,"[ 1.4762878e-03  8.9721680e-03 -1.4114380e-04 ... -2.9373169e-04
  8.7738037e-05  2.0980835e-04]"
+6db,slider,id_00,abnormal,00000074.wav,E:\+6db/slider/id_00/abnormal/00000074.wav,"[-0.01738358 -0.0103035  -0.01521301 ...  0.00907135  0.01503754
  0.01417923]"
+6db,slider,id_00,abnormal,00000075.wav,E:\+6db/slider/id_00/abnormal/00000075.wav,"[-0.00774384 -0.00516129 -0.00477219 ...  0.00566864 -0.00094986
 -0.00279999]"
+6db,slider,id_00,abnormal,00000076.wav,E:\+6db/slider/id_00/abnormal/00000076.wav,"[-0.00926208 -0.0037384   0.0002327  ... -0.01020432 -0.01238251
 -0.01050949]"
+6db,slider,id_00,abnormal,00000077.wav,E:\+6db/slider/id_00/abnormal/00000077.wav,"[ 0.0157547   0.01286316  0.00151825 ... -0.00213242 -0.00297546
 -0.00318527]"
+6db,slider,id_00,abnormal,00000078.wav,E:\+6db/slider/id_00/abnormal/00000078.wav,"[ 0.00139618  0.00214767  0.00259399 ...  0.00064468  0.00046158
 -0.00010681]"
+6db,slider,id_00,abnormal,00000079.wav,E:\+6db/slider/id_00/abnormal/00000079.wav,"[ 0.001297    0.00127792  0.00141144 ... -0.00291443 -0.00296402
 -0.00214005]"
+6db,slider,id_00,abnormal,00000080.wav,E:\+6db/slider/id_00/abnormal/00000080.wav,"[-0.01129532 -0.00841904 -0.00558472 ... -0.00344849 -0.00907135
 -0.00965881]"
+6db,slider,id_00,abnormal,00000081.wav,E:\+6db/slider/id_00/abnormal/00000081.wav,"[-0.00091171 -0.00238419 -0.00510406 ...  0.00564194  0.00758743
  0.00548172]"
+6db,slider,id_00,abnormal,00000082.wav,E:\+6db/slider/id_00/abnormal/00000082.wav,"[-0.00057602  0.00029755  0.00372696 ... -0.00687027 -0.0056839
 -0.00714111]"
+6db,slider,id_00,abnormal,00000083.wav,E:\+6db/slider/id_00/abnormal/00000083.wav,"[-0.00213242 -0.0029335  -0.00302505 ...  0.0114212   0.00561905
  0.00485992]"
+6db,slider,id_00,abnormal,00000084.wav,E:\+6db/slider/id_00/abnormal/00000084.wav,[0.00144577 0.00180054 0.00494003 ... 0.00100327 0.00134659 0.00163651]
+6db,slider,id_00,abnormal,00000085.wav,E:\+6db/slider/id_00/abnormal/00000085.wav,"[-0.0017128  -0.00082779 -0.0001297  ...  0.01084518  0.01263428
  0.01527023]"
+6db,slider,id_00,abnormal,00000086.wav,E:\+6db/slider/id_00/abnormal/00000086.wav,"[-0.00900269 -0.00917816 -0.00934601 ...  0.00502777  0.00526428
  0.00427628]"
+6db,slider,id_00,abnormal,00000087.wav,E:\+6db/slider/id_00/abnormal/00000087.wav,[0.00530624 0.00494766 0.00367355 ... 0.00428391 0.00208664 0.00363541]
+6db,slider,id_00,abnormal,00000088.wav,E:\+6db/slider/id_00/abnormal/00000088.wav,"[-0.01271057 -0.01441956 -0.01032257 ...  0.00743103  0.0082283
  0.00217056]"
+6db,slider,id_00,abnormal,00000089.wav,E:\+6db/slider/id_00/abnormal/00000089.wav,"[-0.00101852 -0.00114059 -0.00131989 ...  0.0053215   0.0039978
 -0.00102234]"
+6db,slider,id_00,abnormal,00000090.wav,E:\+6db/slider/id_00/abnormal/00000090.wav,"[-0.00820923 -0.01005554 -0.00727463 ...  0.0071106   0.00250626
  0.00733185]"
+6db,slider,id_00,abnormal,00000091.wav,E:\+6db/slider/id_00/abnormal/00000091.wav,"[-0.01581955 -0.01613998 -0.01655197 ...  0.01171112  0.00819397
  0.008461  ]"
+6db,slider,id_00,abnormal,00000092.wav,E:\+6db/slider/id_00/abnormal/00000092.wav,"[ 0.0063324   0.00392151  0.00564575 ... -0.00110245 -0.0014534
 -0.00572968]"
+6db,slider,id_00,abnormal,00000093.wav,E:\+6db/slider/id_00/abnormal/00000093.wav,[0.01239777 0.0111618  0.00545883 ... 0.00445938 0.01006699 0.01119995]
+6db,slider,id_00,abnormal,00000094.wav,E:\+6db/slider/id_00/abnormal/00000094.wav,"[-1.0841370e-02 -8.6669922e-03 -6.9656372e-03 ... -6.5994263e-04
  9.9182129e-05  6.0272217e-04]"
+6db,slider,id_00,abnormal,00000095.wav,E:\+6db/slider/id_00/abnormal/00000095.wav,"[-0.0017662  -0.00212479 -0.00299835 ... -0.00315094 -0.00218582
 -0.00138474]"
+6db,slider,id_00,abnormal,00000096.wav,E:\+6db/slider/id_00/abnormal/00000096.wav,"[ 0.00026703 -0.00066757 -0.00083923 ...  0.00218582  0.00085068
  0.00144196]"
+6db,slider,id_00,abnormal,00000097.wav,E:\+6db/slider/id_00/abnormal/00000097.wav,"[-0.00085831 -0.00186157 -0.00126648 ...  0.00951767  0.00535965
  0.00388718]"
+6db,slider,id_00,abnormal,00000098.wav,E:\+6db/slider/id_00/abnormal/00000098.wav,"[-0.00729752 -0.00808334 -0.00860596 ...  0.00483704  0.00469971
  0.00175476]"
+6db,slider,id_00,abnormal,00000099.wav,E:\+6db/slider/id_00/abnormal/00000099.wav,"[ 0.00368881  0.00621033  0.00762558 ... -0.00494385 -0.00762558
 -0.0080986 ]"
+6db,slider,id_00,abnormal,00000100.wav,E:\+6db/slider/id_00/abnormal/00000100.wav,"[-0.00257111 -0.00225449 -0.00118256 ... -0.00617981 -0.00944901
 -0.00436783]"
+6db,slider,id_00,abnormal,00000101.wav,E:\+6db/slider/id_00/abnormal/00000101.wav,"[-0.01366043 -0.01562119 -0.01382065 ... -0.00105286 -0.00166321
 -0.00191116]"
+6db,slider,id_00,abnormal,00000102.wav,E:\+6db/slider/id_00/abnormal/00000102.wav,"[ 1.6670227e-03  2.1362305e-03  2.8038025e-03 ... -4.5776367e-05
 -3.2844543e-03 -4.2037964e-03]"
+6db,slider,id_00,abnormal,00000103.wav,E:\+6db/slider/id_00/abnormal/00000103.wav,"[-0.003479   -0.00249481 -0.000103   ...  0.00016785  0.00022888
  0.00072479]"
+6db,slider,id_00,abnormal,00000104.wav,E:\+6db/slider/id_00/abnormal/00000104.wav,"[ 0.00027847  0.00017166 -0.00057602 ...  0.00194168  0.0005455
  0.00435257]"
+6db,slider,id_00,abnormal,00000105.wav,E:\+6db/slider/id_00/abnormal/00000105.wav,"[-1.1970520e-02 -1.1890411e-02 -1.1928558e-02 ... -4.1961670e-05
 -5.6877136e-03 -1.1566162e-02]"
+6db,slider,id_00,abnormal,00000106.wav,E:\+6db/slider/id_00/abnormal/00000106.wav,[0.00762177 0.00271606 0.00603485 ... 0.0154953  0.01019287 0.01542664]
+6db,slider,id_00,abnormal,00000107.wav,E:\+6db/slider/id_00/abnormal/00000107.wav,"[-0.01834488 -0.01551819 -0.01251221 ...  0.00445175  0.00286102
  0.00146484]"
+6db,slider,id_00,abnormal,00000108.wav,E:\+6db/slider/id_00/abnormal/00000108.wav,[0.00578308 0.00703812 0.00666809 ... 0.00093842 0.00165176 0.00233078]
+6db,slider,id_00,abnormal,00000109.wav,E:\+6db/slider/id_00/abnormal/00000109.wav,"[-0.00089264 -0.00084686 -0.00068665 ... -0.00490189 -0.00617981
 -0.00787735]"
+6db,slider,id_00,abnormal,00000110.wav,E:\+6db/slider/id_00/abnormal/00000110.wav,"[ 0.00576401  0.00395966  0.00368881 ... -0.00127029  0.00575256
  0.00814056]"
+6db,slider,id_00,abnormal,00000111.wav,E:\+6db/slider/id_00/abnormal/00000111.wav,"[-0.00107956 -0.00485992 -0.002491   ... -0.0002861  -0.00071716
 -0.00043106]"
+6db,slider,id_00,abnormal,00000112.wav,E:\+6db/slider/id_00/abnormal/00000112.wav,"[-0.00408554 -0.00302887 -0.00190353 ... -0.00811768 -0.00654984
 -0.00624466]"
+6db,slider,id_00,abnormal,00000113.wav,E:\+6db/slider/id_00/abnormal/00000113.wav,"[ 0.00780869  0.00959015  0.01121521 ... -0.00065613  0.0013504
  0.00112534]"
+6db,slider,id_00,abnormal,00000114.wav,E:\+6db/slider/id_00/abnormal/00000114.wav,[0.00705338 0.004673   0.00490189 ... 0.00283432 0.00357819 0.00334167]
+6db,slider,id_00,abnormal,00000115.wav,E:\+6db/slider/id_00/abnormal/00000115.wav,"[-0.00269699 -0.00331116 -0.00364685 ...  0.01409912  0.00531387
  0.00186539]"
+6db,slider,id_00,abnormal,00000116.wav,E:\+6db/slider/id_00/abnormal/00000116.wav,"[-0.00989532 -0.00992966 -0.00715256 ... -0.00431061 -0.00437927
 -0.00395203]"
+6db,slider,id_00,abnormal,00000117.wav,E:\+6db/slider/id_00/abnormal/00000117.wav,[0.00111389 0.00137329 0.00070572 ... 0.01142883 0.00878906 0.01315689]
+6db,slider,id_00,abnormal,00000118.wav,E:\+6db/slider/id_00/abnormal/00000118.wav,"[-0.01551056 -0.01162338 -0.01091003 ...  0.00485611  0.00328064
  0.00043106]"
+6db,slider,id_00,abnormal,00000119.wav,E:\+6db/slider/id_00/abnormal/00000119.wav,"[-0.01098251 -0.01425171 -0.01279068 ... -0.01801682 -0.0160675
 -0.00766754]"
+6db,slider,id_00,abnormal,00000120.wav,E:\+6db/slider/id_00/abnormal/00000120.wav,"[ 0.00214005  0.00204468  0.00756454 ... -0.00440598 -0.00522995
 -0.00296402]"
+6db,slider,id_00,abnormal,00000121.wav,E:\+6db/slider/id_00/abnormal/00000121.wav,[0.00931931 0.01224899 0.01268387 ... 0.00122833 0.00182724 0.00128555]
+6db,slider,id_00,abnormal,00000122.wav,E:\+6db/slider/id_00/abnormal/00000122.wav,"[-0.0027771  -0.00150299 -0.00101089 ... -0.00523376 -0.00743103
 -0.00938416]"
+6db,slider,id_00,abnormal,00000123.wav,E:\+6db/slider/id_00/abnormal/00000123.wav,"[-0.00086594 -0.00535583 -0.00400162 ... -0.02100372 -0.01978302
 -0.02125549]"
+6db,slider,id_00,abnormal,00000124.wav,E:\+6db/slider/id_00/abnormal/00000124.wav,"[-1.28326416e-02 -1.39808655e-02 -1.72996521e-02 ... -3.12805176e-04
  3.43322754e-05  1.48391724e-03]"
+6db,slider,id_00,abnormal,00000125.wav,E:\+6db/slider/id_00/abnormal/00000125.wav,"[-0.00026703 -0.00039673  0.00026321 ...  0.00519562  0.00258255
 -0.00074005]"
+6db,slider,id_00,abnormal,00000126.wav,E:\+6db/slider/id_00/abnormal/00000126.wav,"[-0.00671005 -0.00875092 -0.00564957 ...  0.00577545  0.00764465
  0.00495911]"
+6db,slider,id_00,abnormal,00000127.wav,E:\+6db/slider/id_00/abnormal/00000127.wav,"[-0.00367355 -0.00642395 -0.00644302 ...  0.00172043  0.00139236
  0.00052261]"
+6db,slider,id_00,abnormal,00000128.wav,E:\+6db/slider/id_00/abnormal/00000128.wav,"[-0.00449753 -0.0041008  -0.00349808 ... -0.00428009 -0.00128174
 -0.00757217]"
+6db,slider,id_00,abnormal,00000129.wav,E:\+6db/slider/id_00/abnormal/00000129.wav,"[ 0.01205444  0.00760269  0.01113892 ... -0.00507736 -0.00590515
 -0.00844193]"
+6db,slider,id_00,abnormal,00000130.wav,E:\+6db/slider/id_00/abnormal/00000130.wav,[0.00095749 0.00175858 0.00445175 ... 0.00769806 0.01268005 0.00937653]
+6db,slider,id_00,abnormal,00000131.wav,E:\+6db/slider/id_00/abnormal/00000131.wav,"[ 0.01538086  0.01239395  0.01712799 ...  0.00346756  0.00292587
 -0.00011444]"
+6db,slider,id_00,abnormal,00000132.wav,E:\+6db/slider/id_00/abnormal/00000132.wav,"[-0.00110626 -0.01092148 -0.00728607 ... -0.00369263 -0.00281143
 -0.0036087 ]"
+6db,slider,id_00,abnormal,00000133.wav,E:\+6db/slider/id_00/abnormal/00000133.wav,"[-0.01118088 -0.01162338 -0.00484467 ...  0.01175308  0.01293945
  0.01583481]"
+6db,slider,id_00,abnormal,00000134.wav,E:\+6db/slider/id_00/abnormal/00000134.wav,"[-0.01447678 -0.0162468  -0.02420044 ...  0.00310135  0.00312424
  0.00311279]"
+6db,slider,id_00,abnormal,00000135.wav,E:\+6db/slider/id_00/abnormal/00000135.wav,"[-0.00120544 -0.00170898 -0.00207901 ... -0.00350571 -0.00102234
 -0.00102997]"
+6db,slider,id_00,abnormal,00000136.wav,E:\+6db/slider/id_00/abnormal/00000136.wav,"[-0.00594711 -0.0026207   0.00428009 ... -0.01068497 -0.01202011
 -0.009655  ]"
+6db,slider,id_00,abnormal,00000137.wav,E:\+6db/slider/id_00/abnormal/00000137.wav,[0.00551224 0.0044632  0.00613022 ... 0.00037384 0.00080872 0.00095367]
+6db,slider,id_00,abnormal,00000138.wav,E:\+6db/slider/id_00/abnormal/00000138.wav,"[-7.5531006e-04 -3.8528442e-04 -6.2561035e-04 ...  5.6076050e-03
  1.3885498e-03  2.6702881e-05]"
+6db,slider,id_00,abnormal,00000139.wav,E:\+6db/slider/id_00/abnormal/00000139.wav,"[ 0.00058746  0.00365067  0.00298309 ... -0.00537109 -0.0049057
 -0.00491333]"
+6db,slider,id_00,abnormal,00000140.wav,E:\+6db/slider/id_00/abnormal/00000140.wav,"[-0.00241852 -0.00053787  0.0020256  ...  0.00096893  0.001297
  0.00113678]"
+6db,slider,id_00,abnormal,00000141.wav,E:\+6db/slider/id_00/abnormal/00000141.wav,"[-0.0054512  -0.00526047 -0.00562286 ...  0.00386047  0.00324631
  0.00377274]"
+6db,slider,id_00,abnormal,00000142.wav,E:\+6db/slider/id_00/abnormal/00000142.wav,"[ 8.5182190e-03 -3.7727356e-03  6.6032410e-03 ... -3.6048889e-03
 -9.1552734e-05  2.0561218e-03]"
